,Unnamed: 0,Id,Título,Questão,Tags,Pontuação,Visualizações,sem_code_tag,questoes tratadas
425,425,228220,O que são Path Parameters em uma URI?,"<ul>
<li>O que são os <em>path parameters</em> de uma URI e qual sua função?</li>
<li>Uma URI que define os parâmetros representa um recurso diferente da URI que não possui os parâmetros? Isto é, <code>/foo;v=1.0</code> é um recurso diferente de <code>/foo</code>?</li>
</ul>

<p>Se possível, dê exemplos de sua aplicação/função.</p>

<p>Pois até então, o formato da URI que eu conhecia era:</p>

<pre><code>  foo://example.com:8042/over/there?name=ferret#nose
  \_/   \______________/\_________/ \_________/ \__/
   |           |            |            |        |
scheme     authority       path        query   fragment
</code></pre>

<p>Mas hoje acabei percebendo a existência de mais um item:</p>

<pre><code>  foo://example.com:8042/over/there;param=value;p2;p3?name=ferret#nose
  \_/   \______________/\_________/ \_______________/ \_________/ \__/
   |           |            |              |              |         |
scheme     authority       path          params         query   fragment
</code></pre>

<p>Onde a <a href=""https://tools.ietf.org/html/rfc3986#section-3.3"" rel=""noreferrer"">RFC3986</a> recomenda utilizar o caractere <code>;</code> para separar os parâmetros, o caractere <code>=</code> para separar o nome do valor, e o caractere <code>,</code> para separar múltiplos valores de um mesmo parâmetro.</p>
",<uri>,28,1614,"
O que são os path parameters de uma URI e qual sua função?
Uma URI que define os parâmetros representa um recurso diferente da URI que não possui os parâmetros? Isto é, CODE é um recurso diferente de CODE?


Se possível, dê exemplos de sua aplicação/função.

Pois até então, o formato da URI que eu conhecia era:

CODE

Mas hoje acabei percebendo a existência de mais um item:

CODE

Onde a RFC3986 recomenda utilizar o caractere CODE para separar os parâmetros, o caractere CODE para separar o nome do valor, e o caractere CODE para separar múltiplos valores de um mesmo parâmetro.
", o que são os path parameters de uma uri e qual sua função uma uri que define os parâmetros representa um recurso diferente da uri que não possui os parâmetros isto é code é um recurso diferente de code se possível dê exemplos de sua aplicaçãofunção pois até então o formato da uri que eu conhecia era code mas hoje acabei percebendo a existência de mais um item code onde a rfc recomenda utilizar o caractere code para separar os parâmetros o caractere code para separar o nome do valor e o caractere code para separar múltiplos valores de um mesmo parâmetro 
426,426,732,Programar em C para ARM,"<p>Começarei um projeto em C que terá como <code>target</code> uma placa <a href=""http://www.toradex.com/products/colibri-arm-computer-modules/colibri-t20"">Colibri T20</a>, com processador <a href=""http://www.nvidia.com.br/object/tegra-superchip-br.html"">NVIDIA Tegra 2 ARM</a>, rodando uma versão leve de Linux.</p>

<p>Gostaria de saber se, além de ter que utilizar um compilador cruzado compatível com o processador, eu preciso me preocupar com algum outro detalhe específico da arquitetura ARM.</p>

<p>Pelo que li, parece que a arquitetura do processador só importa se eu estiver programando em Assembly. Estou errado?</p>

<p>Não sei se é relevante, mas meu <code>host</code> é Ubuntu 12.04 (Linux).</p>
",<linux><arm><c>,28,1535,"Começarei um projeto em C que terá como CODE uma placa Colibri T20, com processador NVIDIA Tegra 2 ARM, rodando uma versão leve de Linux.

Gostaria de saber se, além de ter que utilizar um compilador cruzado compatível com o processador, eu preciso me preocupar com algum outro detalhe específico da arquitetura ARM.

Pelo que li, parece que a arquitetura do processador só importa se eu estiver programando em Assembly. Estou errado?

Não sei se é relevante, mas meu CODE é Ubuntu 12.04 (Linux).
",começarei um projeto em c que terá como code uma placa colibri t com processador nvidia tegra arm rodando uma versão leve de linux gostaria de saber se além de ter que utilizar um compilador cruzado compatível com o processador eu preciso me preocupar com algum outro detalhe específico da arquitetura arm pelo que li parece que a arquitetura do processador só importa se eu estiver programando em assembly estou errado não sei se é relevante mas meu code é ubuntu linux 
427,427,197571,Pra que serve a tag </datalist>?,"<p>Quando eu estava usando o Sublime Text para editar um arquivo <code>html</code>, percebi que ele me sugeriu uma tag com o nome de <code>datalist</code>.</p>

<p>Eu nunca tinha visto sobre essa tag antes, mas parece que <a href=""https://www.w3schools.com/tags/tag_datalist.asp"" rel=""noreferrer"">realmente existe</a>.</p>

<p>Como não vi nenhum explicação em português sobre o assunto, resolvi fazer essa pergunta aqui:</p>

<ul>
<li>Para que serve a tag <code>&lt;/datalist&gt;</code>? </li>
<li>Essa tag é nova?</li>
<li>De alguma forma, ela pode substituir a funcionalidade de ""autocomplemento"" que existem atualmente em várias bibliotecas/frameworks em <code>Javascript</code>?</li>
</ul>
",<html><html5><tags>,28,1242,"Quando eu estava usando o Sublime Text para editar um arquivo CODE, percebi que ele me sugeriu uma tag com o nome de CODE.

Eu nunca tinha visto sobre essa tag antes, mas parece que realmente existe.

Como não vi nenhum explicação em português sobre o assunto, resolvi fazer essa pergunta aqui:


Para que serve a tag CODE? 
Essa tag é nova?
De alguma forma, ela pode substituir a funcionalidade de ""autocomplemento"" que existem atualmente em várias bibliotecas/frameworks em CODE?

",quando eu estava usando o sublime text para editar um arquivo code percebi que ele me sugeriu uma tag com o nome de code eu nunca tinha visto sobre essa tag antes mas parece que realmente existe como não vi nenhum explicação em português sobre o assunto resolvi fazer essa pergunta aqui para que serve a tag code essa tag é nova de alguma forma ela pode substituir a funcionalidade de autocomplemento que existem atualmente em várias bibliotecasframeworks em code 
428,428,55733,Qual a diferença entre ISNULL e COALESCE numa pesquisa?,"<p>Estou com dúvida na utilização do <code>ISNULL</code> e <code>COALESCE</code>.</p>

<p>Atualmente ao criar uma <em>query</em> no SQL Server, fiquei com dúvida sobre <code>ISNULL</code> e <code>COALESCE</code>,
realizei algumas pesquisas e consegui descobrir a diferença de ambos. Só que me surgiu algumas 
duvidas que não consegui encontrar.</p>

<p>Realizei a seguinte <em>query</em>:</p>

<p><img src=""https://i.stack.imgur.com/bCs0B.png"" alt=""inserir a descrição da imagem aqui""></p>

<p>Dúvidas:
    Ao ler em alguns sites vi que o <code>ISNULL</code> OU <code>COALESCE</code> tem alguma diferença na hora do <code>select</code> em banco
    só que não consegui descobrir qual deles, pois os dois tem o mesmo comportamento ao realizar a seguinte <em>query</em>?</p>

<pre><code>SELECT  'A' + ISNULL(NULLIF('abc', 'abc'), ' ') + 'A' AS Using_ISNULL,
Resultado: A A

SELECT  'A' + COALESCE(NULLIF('abc', 'abc'), ' ') + 'A' AS Using_ISNULL
Resultado: A A
</code></pre>

<p>Só que em alguns sites diziam <code>ISNULL</code> ou <code>COALESCE</code> quando string ficaria da seguinte forma
Ex: Se a Coluna tiver o Tamanho <code>VARCHAR(50)</code></p>

<pre><code>SELECT  'A' + COALESCE OU ISNULL(NULLIF('abc', 'abc'), ' ') + 'A' AS Using_ISNULL
Resultado: A(ESPAÇO 48 """")A
</code></pre>

<p>foi isso que pude entender, mais nenhum site mostrava exemplos para melhor entendimento, queria saber 
qual a diferença de ambos na questão em banco?</p>

<p>Ficou um pouco difícil descrever minha dúvida.</p>
",<sql><sql-server><tsql>,28,22653,"Estou com dúvida na utilização do CODE e CODE.

Atualmente ao criar uma query no SQL Server, fiquei com dúvida sobre CODE e CODE,
realizei algumas pesquisas e consegui descobrir a diferença de ambos. Só que me surgiu algumas 
duvidas que não consegui encontrar.

Realizei a seguinte query:



Dúvidas:
    Ao ler em alguns sites vi que o CODE OU CODE tem alguma diferença na hora do CODE em banco
    só que não consegui descobrir qual deles, pois os dois tem o mesmo comportamento ao realizar a seguinte query?

CODE

Só que em alguns sites diziam CODE ou CODE quando string ficaria da seguinte forma
Ex: Se a Coluna tiver o Tamanho CODE

CODE

foi isso que pude entender, mais nenhum site mostrava exemplos para melhor entendimento, queria saber 
qual a diferença de ambos na questão em banco?

Ficou um pouco difícil descrever minha dúvida.
",estou com dúvida na utilização do code e code atualmente ao criar uma query no sql server fiquei com dúvida sobre code e code realizei algumas pesquisas e consegui descobrir a diferença de ambos só que me surgiu algumas duvidas que não consegui encontrar realizei a seguinte query dúvidas ao ler em alguns sites vi que o code ou code tem alguma diferença na hora do code em banco só que não consegui descobrir qual deles pois os dois tem o mesmo comportamento ao realizar a seguinte query code só que em alguns sites diziam code ou code quando string ficaria da seguinte forma ex se a coluna tiver o tamanho code code foi isso que pude entender mais nenhum site mostrava exemplos para melhor entendimento queria saber qual a diferença de ambos na questão em banco ficou um pouco difícil descrever minha dúvida 
429,429,146250,O que é um JITter?,"<p>No contexto do desenvolvimento de software o que é um JITter?</p>

<p>Cada vez se fala mais nisso e várias linguagens estão usando a tão falada compilação JIT.</p>

<p>No que ele difere de um compilador?</p>
",<terminologia><compilação><compiladores>,28,1206,"No contexto do desenvolvimento de software o que é um JITter?

Cada vez se fala mais nisso e várias linguagens estão usando a tão falada compilação JIT.

No que ele difere de um compilador?
",no contexto do desenvolvimento de software o que é um jitter cada vez se fala mais nisso e várias linguagens estão usando a tão falada compilação jit no que ele difere de um compilador 
430,430,8,Qual a melhor forma de iterar objetos em um HashMap?,"<p>Qual é a melhor forma de iterar os objetos em um <code>HashMap</code> no Java de forma a ter acesso à chave e ao valor de cada entrada?</p>
",<java><hashmap>,28,13945,"Qual é a melhor forma de iterar os objetos em um CODE no Java de forma a ter acesso à chave e ao valor de cada entrada?
",qual é a melhor forma de iterar os objetos em um code no java de forma a ter acesso à chave e ao valor de cada entrada 
431,431,1823,Como ler um arquivo de texto em Java?,"<p>Tenho o arquivo que se chama <code>dados.txt</code> e quero colocá-lo numa <code>String</code>. Por exemplo:</p>

<pre class=""lang-java prettyprint-override""><code>String texto = lerArquivo(""conteudo.txt"");
</code></pre>

<h2>Pergunta</h2>

<p>Como escrever esse método <code>lerArquivo()</code>?</p>
",<java><string><arquivo>,28,25971,"Tenho o arquivo que se chama CODE e quero colocá-lo numa CODE. Por exemplo:

CODE

Pergunta

Como escrever esse método CODE?
",tenho o arquivo que se chama code e quero colocálo numa code por exemplo code pergunta como escrever esse método code 
432,432,116062,Como inverter uma String?,"<p>Um usuário digitará uma frase e devo mostrar esta frase invertida e em maiúsculo. Como posso fazer isto?</p>

<pre><code>import javax.swing.JOptionPane;

    public class ExerLar01 {
        public static void main(String args[])
        {
            char vetor[];
            String frase = JOptionPane.showInputDialog(null, ""Digite uma frase: "");
            vetor = frase.toCharArray();
        }
    }
</code></pre>
",<java><string>,28,3566,"Um usuário digitará uma frase e devo mostrar esta frase invertida e em maiúsculo. Como posso fazer isto?

CODE
",um usuário digitará uma frase e devo mostrar esta frase invertida e em maiúsculo como posso fazer isto code 
433,433,49492,Por que HATEOAS é importante?,"<p>Estou estudando REST e desenvolvimento de Web API's e ouvi falar sobre HATEOAS (Hypertext as the engine of application state). Eu entendi a ideia: ao responder uma requisição, além do que normalmente retornamos, a ideia é também retornar dados sobre o que pode ser feito em seguida. Um exemplo que vi na internet foi esse:</p>

<pre><code>GET /account/12345 HTTP/1.1 HTTP/1.1 200 OK 
&lt;?xml version=""1.0""?&gt; 
&lt;account&gt; 
    &lt;account_number&gt;12345&lt;/account_number&gt; 
    &lt;balance currency=""usd""&gt;100.00&lt;/balance&gt; 
    &lt;link rel=""deposit"" href=""/account/12345/deposit"" /&gt; 
    &lt;link rel=""withdraw"" href=""/account/12345/withdraw"" /&gt; 
    &lt;link rel=""transfer"" href=""/account/12345/transfer"" /&gt; 
    &lt;link rel=""close"" href=""/account/12345/close"" /&gt; 
&lt;/account&gt;
</code></pre>

<p>Além disso, já li várias vezes que fazer isso é muito importante pra várias coisas, entre elas pra permitir que a API consiga evoluir facilmente sem quebrar clients antigos.</p>

<p>Acontece que eu não consigo entender quais são os reais benefícios de fazer isso. Basicamente o client não vai decidir por si só quais chamadas fazer baseado nesses links, de qualquer forma temos que colocar ""hardcoded"" lá o que pode ser feito em seguida.</p>

<p>Assim, qual a real importância de usar HATEOAS e quais benefícios temos a partir do seu uso?</p>
",<http><rest>,28,6976,"Estou estudando REST e desenvolvimento de Web API's e ouvi falar sobre HATEOAS (Hypertext as the engine of application state). Eu entendi a ideia: ao responder uma requisição, além do que normalmente retornamos, a ideia é também retornar dados sobre o que pode ser feito em seguida. Um exemplo que vi na internet foi esse:

CODE

Além disso, já li várias vezes que fazer isso é muito importante pra várias coisas, entre elas pra permitir que a API consiga evoluir facilmente sem quebrar clients antigos.

Acontece que eu não consigo entender quais são os reais benefícios de fazer isso. Basicamente o client não vai decidir por si só quais chamadas fazer baseado nesses links, de qualquer forma temos que colocar ""hardcoded"" lá o que pode ser feito em seguida.

Assim, qual a real importância de usar HATEOAS e quais benefícios temos a partir do seu uso?
",estou estudando rest e desenvolvimento de web apis e ouvi falar sobre hateoas hypertext as the engine of application state eu entendi a ideia ao responder uma requisição além do que normalmente retornamos a ideia é também retornar dados sobre o que pode ser feito em seguida um exemplo que vi na internet foi esse code além disso já li várias vezes que fazer isso é muito importante pra várias coisas entre elas pra permitir que a api consiga evoluir facilmente sem quebrar clients antigos acontece que eu não consigo entender quais são os reais benefícios de fazer isso basicamente o client não vai decidir por si só quais chamadas fazer baseado nesses links de qualquer forma temos que colocar hardcoded lá o que pode ser feito em seguida assim qual a real importância de usar hateoas e quais benefícios temos a partir do seu uso 
434,434,3183,Requisição Ajax cross-domain com Javascript puro (sem APIs),"<p>Eu tenho <strong>duas aplicações</strong> em <strong>domínios diferentes</strong>, e preciso realizar uma requisição <strong>Ajax</strong> entre elas via <code>POST</code> ou <code>GET</code> de forma <strong>cross-domain</strong>.</p>

<p>Qual seria a maneira mais segura de implementar isto em JavaScript, sem fazer uso de nenhuma API ou framework de uma forma que funcione em todos os navegadores (cross-browser)?</p>
",<javascript><ajax><cross-browser><cross-domain>,28,26168,"Eu tenho duas aplicações em domínios diferentes, e preciso realizar uma requisição Ajax entre elas via CODE ou CODE de forma cross-domain.

Qual seria a maneira mais segura de implementar isto em JavaScript, sem fazer uso de nenhuma API ou framework de uma forma que funcione em todos os navegadores (cross-browser)?
",eu tenho duas aplicações em domínios diferentes e preciso realizar uma requisição ajax entre elas via code ou code de forma crossdomain qual seria a maneira mais segura de implementar isto em javascript sem fazer uso de nenhuma api ou framework de uma forma que funcione em todos os navegadores crossbrowser 
435,435,85413,"Ao usar async e defer, a ordem dos scripts é respeitada?","<p>Para um único script, a ordem de carga/execução na presença ou não dos atributos <code>async</code> e <code>defer</code> é clara: sem nada, carrega e executa imediatamente, com <code>async</code> carrega em paralelo e executa ao final da carga, com <code>defer</code> carrega em paralelo e executa ao final da renderização:</p>

<p><img src=""https://i.stack.imgur.com/b6wiK.jpg"" alt=""""></p>

<p>Minha dúvida é o que acontece quando há mais de um script na página, em especial se o uso ou não dos atributos acima for combinado:</p>

<pre><code>&lt;script src=""A.js"" defer&gt;&lt;/script&gt; &lt;!-- Grande --&gt;
&lt;script src=""B.js"" defer&gt;&lt;/script&gt; &lt;!-- Pequeno --&gt;
&lt;script src=""C.js"" async&gt;&lt;/script&gt; &lt;!-- Grande --&gt;
&lt;script src=""D.js"" async&gt;&lt;/script&gt; &lt;!-- Pequeno --&gt;
&lt;script src=""E.js""&gt;&lt;/script&gt;       &lt;!-- Grande --&gt;
&lt;script src=""F.js""&gt;&lt;/script&gt;       &lt;!-- Pequeno --&gt;
</code></pre>

<p>Pelo meu entendimento, pode-se fazer algumas afirmações com certa segurança (corrijam-me se eu estiver enganado):</p>

<ul>
<li>E executará antes de F;</li>
<li>A e B executarão depois de E e F;</li>
<li>C e D podem executar antes ou depois de E e F (inclusive entre um e outro);</li>
<li>D pode executar antes de C, se sua carga for mais rápida.</li>
</ul>

<p>Mas para outras eu não sei a resposta:</p>

<ul>
<li>B pode executar antes de A, se sua carga for mais rápida? Ou o <code>defer</code> impõe uma ordem aos demais scripts também com <code>defer</code>?</li>
<li>Se D for carregado enquanto E está carregando (mas não <em>executando</em>), ele executará antes de E ou não? (i.e. quando a carga de um script síncrono começou, é preciso esperar sua execução terminar para executar um script assíncrono?)</li>
<li>C e D podem executar depois de A e B? Em outras palavras, se a carga de C por exemplo demorar demais, e tanto a renderização da página quanto a carga de A e B concluírem primeiro, estes podem executar imediatamente, ou é necessário que todos os scripts <code>async</code> executem antes que qualquer script <code>defer</code> execute?</li>
</ul>

<p>Gostaria de saber se possível o que está especificado em relação à ordem de execução dos scripts e o que pode variar com a implementação (sem necessidade de fazer testes, embora estes sejam bem-vindos como complemento).</p>
",<javascript><html5><assincronismo>,28,612,"Para um único script, a ordem de carga/execução na presença ou não dos atributos CODE e CODE é clara: sem nada, carrega e executa imediatamente, com CODE carrega em paralelo e executa ao final da carga, com CODE carrega em paralelo e executa ao final da renderização:



Minha dúvida é o que acontece quando há mais de um script na página, em especial se o uso ou não dos atributos acima for combinado:

CODE

Pelo meu entendimento, pode-se fazer algumas afirmações com certa segurança (corrijam-me se eu estiver enganado):


E executará antes de F;
A e B executarão depois de E e F;
C e D podem executar antes ou depois de E e F (inclusive entre um e outro);
D pode executar antes de C, se sua carga for mais rápida.


Mas para outras eu não sei a resposta:


B pode executar antes de A, se sua carga for mais rápida? Ou o CODE impõe uma ordem aos demais scripts também com CODE?
Se D for carregado enquanto E está carregando (mas não executando), ele executará antes de E ou não? (i.e. quando a carga de um script síncrono começou, é preciso esperar sua execução terminar para executar um script assíncrono?)
C e D podem executar depois de A e B? Em outras palavras, se a carga de C por exemplo demorar demais, e tanto a renderização da página quanto a carga de A e B concluírem primeiro, estes podem executar imediatamente, ou é necessário que todos os scripts CODE executem antes que qualquer script CODE execute?


Gostaria de saber se possível o que está especificado em relação à ordem de execução dos scripts e o que pode variar com a implementação (sem necessidade de fazer testes, embora estes sejam bem-vindos como complemento).
",para um único script a ordem de cargaexecução na presença ou não dos atributos code e code é clara sem nada carrega e executa imediatamente com code carrega em paralelo e executa ao final da carga com code carrega em paralelo e executa ao final da renderização minha dúvida é o que acontece quando há mais de um script na página em especial se o uso ou não dos atributos acima for combinado code pelo meu entendimento podese fazer algumas afirmações com certa segurança corrijamme se eu estiver enganado e executará antes de f a e b executarão depois de e e f c e d podem executar antes ou depois de e e f inclusive entre um e outro d pode executar antes de c se sua carga for mais rápida mas para outras eu não sei a resposta b pode executar antes de a se sua carga for mais rápida ou o code impõe uma ordem aos demais scripts também com code se d for carregado enquanto e está carregando mas não executando ele executará antes de e ou não ie quando a carga de um script síncrono começou é preciso esperar sua execução terminar para executar um script assíncrono c e d podem executar depois de a e b em outras palavras se a carga de c por exemplo demorar demais e tanto a renderização da página quanto a carga de a e b concluírem primeiro estes podem executar imediatamente ou é necessário que todos os scripts code executem antes que qualquer script code execute gostaria de saber se possível o que está especificado em relação à ordem de execução dos scripts e o que pode variar com a implementação sem necessidade de fazer testes embora estes sejam bemvindos como complemento 
436,436,33438,O que é memoization?,"<p>O que é <em>memoization</em>? Em quais circunstâncias pode ser útil e como utilizar? (Se possível, ilustrar com um exemplo simples)</p>
",<algoritmo><terminologia><complexidade-de-algoritmo>,28,1620,"O que é memoization? Em quais circunstâncias pode ser útil e como utilizar? (Se possível, ilustrar com um exemplo simples)
",o que é memoization em quais circunstâncias pode ser útil e como utilizar se possível ilustrar com um exemplo simples 
437,437,222192,Por que é importante informar aos usuários a politica de cookies?,"<p>Venho navegando em vários sites que em seus cabeçalhos mostram mensagens como: </p>

<blockquote>
  <p>Este site utiliza cookies para melhorar a sua navegação. Ao navegar no site estará a consentir a sua utilização.</p>
</blockquote>

<p>Tudo bem que os cookies são armazenados na máquina do usuário, mas é realmente necessário esses avisos? Existe outro motivo por trás? Não achei quase nada relacionado na internet.</p>
",<cookies>,28,795,"Venho navegando em vários sites que em seus cabeçalhos mostram mensagens como: 


  Este site utiliza cookies para melhorar a sua navegação. Ao navegar no site estará a consentir a sua utilização.


Tudo bem que os cookies são armazenados na máquina do usuário, mas é realmente necessário esses avisos? Existe outro motivo por trás? Não achei quase nada relacionado na internet.
",venho navegando em vários sites que em seus cabeçalhos mostram mensagens como este site utiliza cookies para melhorar a sua navegação ao navegar no site estará a consentir a sua utilização tudo bem que os cookies são armazenados na máquina do usuário mas é realmente necessário esses avisos existe outro motivo por trás não achei quase nada relacionado na internet 
438,438,36745,Qual a diferença entre mock & stub?,"<ul>
<li>Em quais situações devem ser usados?</li>
<li>Qual a diferença entre eles?</li>
</ul>
",<testes><testes-unitários><mock>,28,5018,"
Em quais situações devem ser usados?
Qual a diferença entre eles?

", em quais situações devem ser usados qual a diferença entre eles 
439,439,221905,O que é Kotlin?,"<p>Tenho ouvido falar muito de <strong>Kotlin</strong>. </p>

<p>O que é isso?  É uma linguagem de programação? Se sim: Quais as principais características? Posso programar em qualquer sistema operacional? E executar? Como funcionam os tipos nela? </p>

<p>Não quero saber tudo, mas uma informação básica sobre o que é isso.</p>
",<característica-linguagem><kotlin>,28,3615,"Tenho ouvido falar muito de Kotlin. 

O que é isso?  É uma linguagem de programação? Se sim: Quais as principais características? Posso programar em qualquer sistema operacional? E executar? Como funcionam os tipos nela? 

Não quero saber tudo, mas uma informação básica sobre o que é isso.
",tenho ouvido falar muito de kotlin o que é isso é uma linguagem de programação se sim quais as principais características posso programar em qualquer sistema operacional e executar como funcionam os tipos nela não quero saber tudo mas uma informação básica sobre o que é isso 
440,440,22607,Qual a diferença entre JavaBean e POJO?,"<p>Sou novo na linguagem java e tenho essa dúvida. Procurei em vários locais na internet e perguntei a vários amigos programadores JAVA mas nenhum conseguiu me explicar com clareza qual a diferença entre os dois.</p>

<p>Qual a diferença entre JavaBean e POJO?</p>
",<java><java-bean><pojo>,28,8447,"Sou novo na linguagem java e tenho essa dúvida. Procurei em vários locais na internet e perguntei a vários amigos programadores JAVA mas nenhum conseguiu me explicar com clareza qual a diferença entre os dois.

Qual a diferença entre JavaBean e POJO?
",sou novo na linguagem java e tenho essa dúvida procurei em vários locais na internet e perguntei a vários amigos programadores java mas nenhum conseguiu me explicar com clareza qual a diferença entre os dois qual a diferença entre javabean e pojo 
441,441,22647,O que é uma linguagem interpretada? Java é interpretado?,"<p><a href=""https://pt.stackoverflow.com/q/17082/7261"">Nesta pergunta aqui</a> eu cito que Java é uma linguagem interpretada, pois sempre entendi dessa maneira. Mas fui corrigido <a href=""https://pt.stackoverflow.com/questions/17082/o-que-%C3%A9-uma-linguagem-de-script#comment32212_17082"">neste comentário</a> de que Java não é mais interpretado.</p>

<p>Assim fiquei com algumas dúvidas:</p>

<ul>
<li>O que é uma linguagem interpretada?</li>
<li>Então Java já foi interpretado mas não é mais? É isso mesmo?</li>
</ul>
",<java><característica-linguagem>,28,9215,"Nesta pergunta aqui eu cito que Java é uma linguagem interpretada, pois sempre entendi dessa maneira. Mas fui corrigido neste comentário de que Java não é mais interpretado.

Assim fiquei com algumas dúvidas:


O que é uma linguagem interpretada?
Então Java já foi interpretado mas não é mais? É isso mesmo?

",nesta pergunta aqui eu cito que java é uma linguagem interpretada pois sempre entendi dessa maneira mas fui corrigido neste comentário de que java não é mais interpretado assim fiquei com algumas dúvidas o que é uma linguagem interpretada então java já foi interpretado mas não é mais é isso mesmo 
442,442,9475,Como criar um sistema notificações em tempo real semelhante ao Stack Overflow?,"<p>Estou desenvolvendo um sistema Help Desk, e gostaria de algumas idéias de como criar um sistema de notificação semelhante ao próprio Stack Overflow, sempre que algum novo suporte for cadastrado.</p>

<p>Pretendo utilizar PHP, MySQL e jQuery apenas. </p>

<p>Devo utilizar o <code>window.setTimeout</code> para verificar no banco de tempos em tempos se um novo chamado for registrado?</p>
",<javascript><php><jquery><mysql>,28,8766,"Estou desenvolvendo um sistema Help Desk, e gostaria de algumas idéias de como criar um sistema de notificação semelhante ao próprio Stack Overflow, sempre que algum novo suporte for cadastrado.

Pretendo utilizar PHP, MySQL e jQuery apenas. 

Devo utilizar o CODE para verificar no banco de tempos em tempos se um novo chamado for registrado?
",estou desenvolvendo um sistema help desk e gostaria de algumas idéias de como criar um sistema de notificação semelhante ao próprio stack overflow sempre que algum novo suporte for cadastrado pretendo utilizar php mysql e jquery apenas devo utilizar o code para verificar no banco de tempos em tempos se um novo chamado for registrado 
443,443,80760,O que é Null Byte Injection? Como evitá-lo?,"<ul>
<li><p>O que seria esse <code>Null Byte Injection</code>?</p></li>
<li><p>Como evitá-lo?</p></li>
</ul>
",<string><segurança>,28,561,"
O que seria esse CODE?
Como evitá-lo?

", o que seria esse code como evitálo 
